Gene	PFAM.domains
HEP_00368700	NA
HEP_00271100	Pfam:PF05282.11(AAR2)
HEP_00200800	Pfam:PF01189.17(Methyltr_RsmB-F)
HEP_00343700	Pfam:PF00009.27(GTP_EFTU)
HEP_00309400	Pfam:PF00023.30(Ank),Pfam:PF12796.7(Ank_2),Pfam:PF13606.6(Ank_3),Pfam:PF13637.6(Ank_4),Pfam:PF13857.6(Ank_5)
HEP_00156600	Pfam:PF00226.31(DnaJ),Pfam:PF11875.8(DUF3395)
HEP_00344600	Pfam:PF05958.11(tRNA_U5-meth_tr)
HEP_00263800	NA
HEP_00367000	Pfam:PF03815.19(LCCL),Pfam:PF07691.12(PA14)
HEP_00062000	Pfam:PF00957.21(Synaptobrevin)
HEP_00111400	Pfam:PF00226.31(DnaJ),Pfam:PF07743.13(HSCB_C)
HEP_00419800	Pfam:PF00614.22(PLDc),Pfam:PF13091.6(PLDc_2)
HEP_00158900	Pfam:PF00521.20(DNA_topoisoIV)
HEP_00241900	NA
HEP_00137000	Pfam:PF05180.12(zf-DNL)
HEP_00473800	Pfam:PF04387.14(PTPLA)
HEP_00155000	Pfam:PF08014.11(DUF1704)
HEP_00197100	Pfam:PF08603.11(CAP_C),Pfam:PF07986.12(TBCC)
HEP_00007500	Pfam:PF04774.15(HABP4_PAI-RBP1)
HEP_00111000	Pfam:PF00609.19(DAGK_acc),Pfam:PF00781.24(DAGK_cat)
HEP_00093700	Pfam:PF00787.24(PX)
HEP_00239800	Pfam:PF16242.5(Pyrid_ox_like)
HEP_00162600	Pfam:PF00312.22(Ribosomal_S15)
HEP_00459400	Pfam:PF03134.19(TB2_DP1_HVA22)
HEP_00013900	NA
HEP_00342000	NA
HEP_00150200	NA
HEP_00444700	NA
HEP_00003200	Pfam:PF08285.11(DPM3)
HEP_00130300	NA
HEP_00224400	Pfam:PF05990.12(DUF900)
HEP_00447600	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF00400.32(WD40)
HEP_00190200	Pfam:PF13621.6(Cupin_8)
HEP_00417400	Pfam:PF13241.6(NAD_binding_7),Pfam:PF00070.27(Pyr_redox),Pfam:PF07992.14(Pyr_redox_2),Pfam:PF13738.6(Pyr_redox_3),Pfam:PF00355.26(Rieske),Pfam:PF13806.6(Rieske_2)
HEP_00111700	Pfam:PF16876.5(Lipin_mid),Pfam:PF04571.14(Lipin_N),Pfam:PF08235.13(LNS2)
HEP_00264500	Pfam:PF03099.19(BPL_LplA_LipB),Pfam:PF10437.9(Lip_prot_lig_C)
HEP_00301100	Pfam:PF00466.20(Ribosomal_L10),Pfam:PF17777.1(RL10P_insert)
HEP_00396100	Pfam:PF08617.10(CGI-121)
HEP_00204200	Pfam:PF00443.29(UCH),Pfam:PF02148.19(zf-UBP)
HEP_00444800	Pfam:PF01765.19(RRF)
HEP_00262100	NA
HEP_00097600	Pfam:PF00155.21(Aminotran_1_2),Pfam:PF01053.20(Cys_Met_Meta_PP)
HEP_00320000	Pfam:PF01239.22(PPTA)
HEP_00501700	Pfam:PF13292.6(DXP_synthase_N),Pfam:PF02779.24(Transket_pyr)
HEP_00351400	Pfam:PF07034.11(ORC3_N)
HEP_00149300	Pfam:PF13091.6(PLDc_2)
HEP_00222200	Pfam:PF01566.18(Nramp)
HEP_00456100	Pfam:PF00022.19(Actin)
HEP_00337000	Pfam:PF07741.13(BRF1),Pfam:PF00382.19(TFIIB),Pfam:PF08271.12(TF_Zn_Ribbon)
HEP_00097200	Pfam:PF00481.21(PP2C)
HEP_00444100	Pfam:PF01480.17(PWI)
HEP_00176700	Pfam:PF07052.11(Hep_59)
HEP_00072600	Pfam:PF03435.18(Sacchrp_dh_NADP)
HEP_00307200	NA
HEP_00505100	NA
HEP_00456800	Pfam:PF18306.1(LDcluster4),Pfam:PF03641.14(Lysine_decarbox)
HEP_00264900	Pfam:PF06544.12(DUF1115),Pfam:PF08572.10(PRP3)
HEP_00475000	Pfam:PF01871.17(AMMECR1)
HEP_00135600	NA
HEP_00113000	NA
HEP_00014500	Pfam:PF02492.19(cobW)
HEP_00080900	NA
HEP_00289900	NA
HEP_00404100	Pfam:PF00627.31(UBA),Pfam:PF00240.23(ubiquitin),Pfam:PF09280.11(XPC-binding)
HEP_00059900	Pfam:PF05517.12(p25-alpha)
HEP_00154100	NA
HEP_00223700	Pfam:PF08241.12(Methyltransf_11),Pfam:PF08242.12(Methyltransf_12),Pfam:PF13489.6(Methyltransf_23),Pfam:PF13649.6(Methyltransf_25),Pfam:PF13847.6(Methyltransf_31),Pfam:PF03291.16(Pox_MCEL)
HEP_00184100	Pfam:PF01507.19(PAPS_reduct)
HEP_00005300	Pfam:PF00400.32(WD40)
HEP_00159000	NA
HEP_00507400	NA
HEP_00389000	NA
HEP_00033900	Pfam:PF12230.8(PRP21_like_P),Pfam:PF01805.20(Surp)
HEP_00188500	Pfam:PF06159.13(DUF974)
HEP_00189400	NA
HEP_00232000	NA
HEP_00046500	Pfam:PF00168.30(C2)
HEP_00338000	Pfam:PF01951.16(Archease)
HEP_00034900	Pfam:PF01521.20(Fe-S_biosyn)
HEP_00060200	NA
HEP_00212400	NA
HEP_00166100	Pfam:PF03357.21(Snf7)
HEP_00384300	Pfam:PF00169.29(PH)
HEP_00332400	Pfam:PF13614.6(AAA_31),Pfam:PF01656.23(CbiA),Pfam:PF09140.11(MipZ),Pfam:PF10609.9(ParA)
HEP_00068800	Pfam:PF00225.23(Kinesin),Pfam:PF16796.5(Microtub_bd)
HEP_00184400	Pfam:PF00557.24(Peptidase_M24),Pfam:PF15801.5(zf-C6H2)
HEP_00103400	Pfam:PF01251.18(Ribosomal_S7e)
HEP_00131100	Pfam:PF06743.15(FAST_1)
HEP_00236800	Pfam:PF08149.11(BING4CT)
HEP_00054500	Pfam:PF00204.25(DNA_gyraseB),Pfam:PF00986.21(DNA_gyraseB_C),Pfam:PF02518.26(HATPase_c),Pfam:PF01751.22(Toprim)
HEP_00204300	Pfam:PF03908.13(Sec20)
HEP_00391500	NA
HEP_00126200	NA
HEP_00036900	NA
HEP_00078500	Pfam:PF13086.6(AAA_11),Pfam:PF13087.6(AAA_12),Pfam:PF13245.6(AAA_19),Pfam:PF13604.6(AAA_30),Pfam:PF16399.5(Aquarius_N),Pfam:PF01443.18(Viral_helicase1)
HEP_00063100	Pfam:PF00400.32(WD40)
HEP_00378500	Pfam:PF00216.21(Bac_DNA_binding),Pfam:PF18291.1(HU-HIG)
HEP_00085000	Pfam:PF00198.23(2-oxoacid_dh),Pfam:PF00364.22(Biotin_lipoyl),Pfam:PF13533.6(Biotin_lipoyl_2)
HEP_00110400	NA
HEP_00124000	NA
HEP_00408100	Pfam:PF00153.27(Mito_carr)
HEP_00472900	Pfam:PF00642.24(zf-CCCH),Pfam:PF15663.5(zf-CCCH_3),Pfam:PF18044.1(zf-CCCH_4),Pfam:PF18345.1(zf_CCCH_4)
HEP_00222900	NA
HEP_00413000	NA
HEP_00222800	NA
HEP_00381200	Pfam:PF13851.6(GAS)
HEP_00174700	Pfam:PF08719.11(DUF1768),Pfam:PF00498.26(FHA)
HEP_00439300	Pfam:PF08423.11(Rad51)
HEP_00109800	Pfam:PF04950.12(RIBIOP_C)
HEP_00118600	NA
HEP_00469400	Pfam:PF01728.19(FtsJ)
HEP_00335100	NA
HEP_00458900	Pfam:PF14531.6(Kinase-like),Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00266900	NA
HEP_00051100	Pfam:PF00036.32(EF-hand_1),Pfam:PF13405.6(EF-hand_6),Pfam:PF13499.6(EF-hand_7),Pfam:PF13833.6(EF-hand_8)
HEP_00026500	NA
HEP_00231600	Pfam:PF09717.10(CPW_WPC)
HEP_00315400	Pfam:PF03164.14(Mon1)
HEP_00045600	Pfam:PF02540.17(NAD_synthase)
HEP_00146500	Pfam:PF05739.19(SNARE)
HEP_00472600	Pfam:PF00120.24(Gln-synt_C),Pfam:PF03951.19(Gln-synt_N)
HEP_00168700	NA
HEP_00361100	NA
HEP_00331700	Pfam:PF01839.23(FG-GAP),Pfam:PF13517.6(VCBS)
HEP_00487500	NA
HEP_00260400	Pfam:PF12353.8(eIF3g),Pfam:PF00076.22(RRM_1)
HEP_00421200	Pfam:PF17876.1(CSD2),Pfam:PF17849.1(OB_Dis3),Pfam:PF00773.19(RNB),Pfam:PF17215.3(Rrp44_S1)
HEP_00058900	NA
HEP_00165900	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF00400.32(WD40)
HEP_00041600	Pfam:PF06859.12(Bin3),Pfam:PF13489.6(Methyltransf_23),Pfam:PF13847.6(Methyltransf_31)
HEP_00226600	Pfam:PF00155.21(Aminotran_1_2)
HEP_00385200	Pfam:PF00209.18(SNF)
HEP_00515000	NA
HEP_00306000	Pfam:PF00385.24(Chromo),Pfam:PF00270.29(DEAD),Pfam:PF05671.11(GETHR),Pfam:PF00271.31(Helicase_C),Pfam:PF00176.23(SNF2_N)
HEP_00171500	Pfam:PF01247.18(Ribosomal_L35Ae)
HEP_00453800	Pfam:PF00208.21(ELFV_dehydrog)
HEP_00103500	NA
HEP_00028300	NA
HEP_00526100	Pfam:PF05291.11(Bystin)
HEP_00468800	Pfam:PF00133.22(tRNA-synt_1),Pfam:PF01406.19(tRNA-synt_1e),Pfam:PF09334.11(tRNA-synt_1g)
HEP_00109400	Pfam:PF00873.19(ACR_tran),Pfam:PF02460.18(Patched),Pfam:PF12349.8(Sterol-sensing)
HEP_00042600	NA
HEP_00124200	Pfam:PF01248.26(Ribosomal_L7Ae)
HEP_00258500	Pfam:PF08241.12(Methyltransf_11),Pfam:PF13649.6(Methyltransf_25),Pfam:PF13847.6(Methyltransf_31),Pfam:PF01209.18(Ubie_methyltran)
HEP_00268200	Pfam:PF13696.6(zf-CCHC_2)
HEP_00311500	Pfam:PF07479.14(NAD_Gly3P_dh_C),Pfam:PF01210.23(NAD_Gly3P_dh_N)
HEP_00482100	Pfam:PF01636.23(APH),Pfam:PF01633.20(Choline_kinase)
HEP_00386600	NA
HEP_00268700	Pfam:PF01974.17(tRNA_int_endo)
HEP_00043900	Pfam:PF00415.18(RCC1),Pfam:PF13540.6(RCC1_2)
HEP_00090900	Pfam:PF11069.8(DUF2870)
HEP_00124700	Pfam:PF03194.15(LUC7)
HEP_00465500	Pfam:PF05833.11(FbpA),Pfam:PF05670.13(NFACT-R_1),Pfam:PF18297.1(NFACT-R_2)
HEP_00287700	Pfam:PF00515.28(TPR_1),Pfam:PF13374.6(TPR_10),Pfam:PF13424.6(TPR_12),Pfam:PF07719.17(TPR_2),Pfam:PF13181.6(TPR_8)
HEP_00312600	Pfam:PF09269.11(DUF1967),Pfam:PF02421.18(FeoB_N),Pfam:PF01018.22(GTP1_OBG),Pfam:PF04670.12(Gtr1_RagA),Pfam:PF01926.23(MMR_HSR1)
HEP_00487200	Pfam:PF13868.6(TPH)
HEP_00004500	Pfam:PF12678.7(zf-rbx1),Pfam:PF17123.5(zf-RING_11),Pfam:PF13639.6(zf-RING_2),Pfam:PF14634.6(zf-RING_5)
HEP_00499000	Pfam:PF03381.15(CDC50)
HEP_00116800	Pfam:PF00270.29(DEAD),Pfam:PF08148.12(DSHCT),Pfam:PF00271.31(Helicase_C),Pfam:PF13234.6(rRNA_proc-arch)
HEP_00268300	Pfam:PF04683.13(Proteasom_Rpn13),Pfam:PF16550.5(RPN13_C)
HEP_00135100	Pfam:PF13863.6(DUF4200)
HEP_00320900	Pfam:PF13481.6(AAA_25),Pfam:PF00476.20(DNA_pol_A),Pfam:PF01612.20(DNA_pol_A_exo1),Pfam:PF13155.6(Toprim_2)
HEP_00230400	Pfam:PF01529.20(DHHC)
HEP_00481700	Pfam:PF18018.1(DNA_pol_D_N),Pfam:PF04042.16(DNA_pol_E_B)
HEP_00470800	Pfam:PF05147.13(LANC_like)
HEP_00461700	Pfam:PF00676.20(E1_dh),Pfam:PF02775.21(TPP_enzyme_C)
HEP_00515200	NA
HEP_00369900	Pfam:PF12717.7(Cnd1)
HEP_00446400	Pfam:PF05608.12(DUF778)
HEP_00236400	Pfam:PF01544.18(CorA)
HEP_00014200	Pfam:PF04099.12(Sybindin)
HEP_00378000	Pfam:PF00814.25(Peptidase_M22)
HEP_00376000	Pfam:PF00804.25(Syntaxin)
HEP_00212900	Pfam:PF00013.29(KH_1),Pfam:PF16275.5(SF1-HH)
HEP_00150000	NA
HEP_00246300	Pfam:PF10197.9(Cir_N),Pfam:PF11708.8(Slu7)
HEP_00025300	Pfam:PF07946.14(DUF1682)
HEP_00401200	Pfam:PF10211.9(Ax_dynein_light)
HEP_00487800	Pfam:PF00633.23(HHH),Pfam:PF00730.25(HhH-GPD)
HEP_00021700	NA
HEP_00348700	Pfam:PF05907.13(DUF866)
HEP_00420100	NA
HEP_00193200	Pfam:PF00153.27(Mito_carr)
HEP_00302800	Pfam:PF00266.19(Aminotran_5)
HEP_00419600	NA
HEP_00058300	NA
HEP_00076800	NA
HEP_00187300	NA
HEP_00507200	Pfam:PF06743.15(FAST_1)
HEP_00188800	Pfam:PF00004.29(AAA),Pfam:PF13191.6(AAA_16),Pfam:PF13401.6(AAA_22)
HEP_00385100	Pfam:PF00327.20(Ribosomal_L30),Pfam:PF08079.12(Ribosomal_L30_N)
HEP_00361200	Pfam:PF04658.13(TAFII55_N)
HEP_00010900	Pfam:PF03467.15(Smg4_UPF3)
HEP_00374800	Pfam:PF00892.20(EamA),Pfam:PF03151.16(TPT),Pfam:PF08449.11(UAA)
HEP_00295700	NA
HEP_00453200	Pfam:PF13905.6(Thioredoxin_8)
HEP_00467600	Pfam:PF09360.10(zf-CDGSH)
HEP_00535900	Pfam:PF03095.15(PTPA)
HEP_00138200	Pfam:PF01535.20(PPR),Pfam:PF12854.7(PPR_1),Pfam:PF13041.6(PPR_2),Pfam:PF13812.6(PPR_3),Pfam:PF17177.4(PPR_long)
HEP_00053700	Pfam:PF13868.6(TPH)
HEP_00208200	Pfam:PF13246.6(Cation_ATPase),Pfam:PF00702.26(Hydrolase),Pfam:PF16212.5(PhoLip_ATPase_C),Pfam:PF16209.5(PhoLip_ATPase_N)
HEP_00389500	Pfam:PF02617.17(ClpS)
HEP_00119300	Pfam:PF08241.12(Methyltransf_11),Pfam:PF08242.12(Methyltransf_12),Pfam:PF13489.6(Methyltransf_23),Pfam:PF13649.6(Methyltransf_25),Pfam:PF13847.6(Methyltransf_31)
HEP_00055700	Pfam:PF00612.27(IQ),Pfam:PF00063.21(Myosin_head)
HEP_00011100	NA
HEP_00297300	Pfam:PF01246.20(Ribosomal_L24e)
HEP_00196500	Pfam:PF01694.22(Rhomboid)
HEP_00379200	NA
HEP_00130800	Pfam:PF12314.8(IMCp)
HEP_00107700	Pfam:PF09423.10(PhoD)
HEP_00483500	Pfam:PF12146.8(Hydrolase_4)
HEP_00085900	NA
HEP_00141000	Pfam:PF00271.31(Helicase_C),Pfam:PF00176.23(SNF2_N),Pfam:PF00097.25(zf-C3HC4),Pfam:PF13920.6(zf-C3HC4_3),Pfam:PF13445.6(zf-RING_UBOX)
HEP_00234900	Pfam:PF14531.6(Kinase-like),Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00297100	NA
HEP_00363300	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00109200	Pfam:PF13191.6(AAA_16),Pfam:PF13401.6(AAA_22),Pfam:PF13555.6(AAA_29),Pfam:PF12775.7(AAA_7),Pfam:PF00664.23(ABC_membrane),Pfam:PF00005.27(ABC_tran),Pfam:PF01935.17(DUF87),Pfam:PF03193.16(RsgA_GTPase),Pfam:PF02463.19(SMC_N)
HEP_00235500	Pfam:PF14713.6(DUF4464)
HEP_00164600	Pfam:PF03798.16(TRAM_LAG1_CLN8)
HEP_00118400	NA
HEP_00488300	Pfam:PF00091.25(Tubulin)
HEP_00127000	Pfam:PF01521.20(Fe-S_biosyn)
HEP_00447500	Pfam:PF02996.17(Prefoldin)
HEP_00334300	Pfam:PF04137.15(ERO1)
HEP_00258400	Pfam:PF10357.9(Kin17_mid)
HEP_00008100	Pfam:PF00515.28(TPR_1)
HEP_00407700	Pfam:PF13238.6(AAA_18),Pfam:PF13521.6(AAA_28)
HEP_00393600	Pfam:PF00153.27(Mito_carr)
HEP_00223300	Pfam:PF00076.22(RRM_1),Pfam:PF16842.5(RRM_occluded)
HEP_00229600	Pfam:PF01777.18(Ribosomal_L27e)
HEP_00451500	Pfam:PF01344.25(Kelch_1),Pfam:PF07646.15(Kelch_2),Pfam:PF13415.6(Kelch_3),Pfam:PF13418.6(Kelch_4),Pfam:PF13854.6(Kelch_5),Pfam:PF13964.6(Kelch_6)
HEP_00259400	NA
HEP_00356900	NA
HEP_00188900	Pfam:PF04280.15(Tim44)
HEP_00242400	Pfam:PF00285.21(Citrate_synt)
HEP_00283000	Pfam:PF00328.22(His_Phos_2),Pfam:PF18086.1(PPIP5K2_N)
HEP_00441700	NA
HEP_00401800	Pfam:PF09335.11(SNARE_assoc)
HEP_00009800	Pfam:PF00749.21(tRNA-synt_1c)
HEP_00056300	NA
HEP_00077700	NA
HEP_00009500	Pfam:PF00271.31(Helicase_C),Pfam:PF04851.15(ResIII),Pfam:PF00176.23(SNF2_N)
HEP_00532100	NA
HEP_00334500	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF12265.8(CAF1C_H4-bd),Pfam:PF00400.32(WD40)
HEP_00383200	NA
HEP_00181500	Pfam:PF12756.7(zf-C2H2_2)
HEP_00147700	Pfam:PF00899.21(ThiF)
HEP_00342100	Pfam:PF18517.1(LZ3wCH),Pfam:PF03962.15(Mnd1)
HEP_00505200	NA
HEP_00126600	Pfam:PF00575.23(S1)
HEP_00140200	NA
HEP_00292600	Pfam:PF00270.29(DEAD),Pfam:PF00271.31(Helicase_C)
HEP_00412800	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF04003.12(Utp12),Pfam:PF00400.32(WD40)
HEP_00105900	Pfam:PF04055.21(Radical_SAM),Pfam:PF16199.5(Radical_SAM_C)
HEP_00370700	Pfam:PF09717.10(CPW_WPC)
HEP_00246700	NA
HEP_00162100	Pfam:PF08676.11(MutL_C)
HEP_00371200	NA
HEP_00424600	Pfam:PF00226.31(DnaJ),Pfam:PF12171.8(zf-C2H2_jaz),Pfam:PF12874.7(zf-met)
HEP_00030400	Pfam:PF13086.6(AAA_11),Pfam:PF13087.6(AAA_12),Pfam:PF13245.6(AAA_19),Pfam:PF13604.6(AAA_30),Pfam:PF18141.1(DUF5599),Pfam:PF09416.10(UPF1_Zn_bind)
HEP_00368900	Pfam:PF04281.13(Tom22)
HEP_00216100	Pfam:PF00675.20(Peptidase_M16),Pfam:PF05193.21(Peptidase_M16_C)
HEP_00084900	Pfam:PF08351.11(DUF1726),Pfam:PF13718.6(GNAT_acetyltr_2),Pfam:PF05127.14(Helicase_RecD),Pfam:PF13725.6(tRNA_bind_2)
HEP_00286800	Pfam:PF00270.29(DEAD),Pfam:PF00271.31(Helicase_C),Pfam:PF04851.15(ResIII)
HEP_00495400	NA
HEP_00260300	Pfam:PF00240.23(ubiquitin)
HEP_00048600	Pfam:PF03371.15(PRP38)
HEP_00291700	Pfam:PF16531.5(SAS-6_N)
HEP_00110200	Pfam:PF08373.10(RAP)
HEP_00329600	Pfam:PF01131.20(Topoisom_bac),Pfam:PF01751.22(Toprim)
HEP_00482300	Pfam:PF17846.1(XRN_M),Pfam:PF03159.18(XRN_N)
HEP_00074000	Pfam:PF01399.27(PCI)
HEP_00015500	NA
HEP_00099500	NA
HEP_00371100	Pfam:PF00378.20(ECH_1),Pfam:PF16113.5(ECH_2)
HEP_00145900	Pfam:PF01920.20(Prefoldin_2)
HEP_00345000	Pfam:PF00160.21(Pro_isomerase),Pfam:PF04641.12(Rtf2)
HEP_00493700	NA
HEP_00073900	Pfam:PF05620.11(TMEM208_SND2)
HEP_00408800	Pfam:PF07975.12(C1_4),Pfam:PF04056.14(Ssl1),Pfam:PF03850.14(Tfb4),Pfam:PF00092.28(VWA),Pfam:PF13519.6(VWA_2)
HEP_00154600	NA
HEP_00238100	Pfam:PF01529.20(DHHC)
HEP_00465300	NA
HEP_00341200	Pfam:PF05903.14(Peptidase_C97)
HEP_00063400	NA
HEP_00276800	Pfam:PF12171.8(zf-C2H2_jaz),Pfam:PF12874.7(zf-met)
HEP_00358300	Pfam:PF00226.31(DnaJ),Pfam:PF00085.20(Thioredoxin)
HEP_00240800	Pfam:PF08059.13(SEP),Pfam:PF00789.20(UBX)
HEP_00113900	Pfam:PF07719.17(TPR_2),Pfam:PF13181.6(TPR_8)
HEP_00091700	Pfam:PF00012.20(HSP70),Pfam:PF06723.13(MreB_Mbl)
HEP_00017100	Pfam:PF01529.20(DHHC)
HEP_00245000	NA
HEP_00388200	Pfam:PF00471.20(Ribosomal_L33)
HEP_00127500	Pfam:PF04893.17(Yip1)
HEP_00317600	NA
HEP_00107900	Pfam:PF04438.16(zf-HIT)
HEP_00221900	Pfam:PF03645.13(Tctex-1)
HEP_00343600	Pfam:PF01106.17(NifU)
HEP_00189700	Pfam:PF00153.27(Mito_carr)
HEP_00136400	NA
HEP_00093000	NA
HEP_00319200	Pfam:PF03650.13(MPC)
HEP_00245100	Pfam:PF09717.10(CPW_WPC)
HEP_00016300	Pfam:PF08660.11(Alg14)
HEP_00165700	Pfam:PF00168.30(C2)
HEP_00339900	NA
HEP_00348100	Pfam:PF00169.29(PH)
HEP_00378900	Pfam:PF01048.20(PNP_UDP_1)
HEP_00318500	Pfam:PF00462.24(Glutaredoxin)
HEP_00020000	Pfam:PF00224.21(PK),Pfam:PF02887.16(PK_C)
HEP_00388500	Pfam:PF00270.29(DEAD),Pfam:PF00271.31(Helicase_C),Pfam:PF16124.5(RecQ_Zn_bind)
HEP_00317100	Pfam:PF00026.23(Asp),Pfam:PF14543.6(TAXi_N)
HEP_00163000	Pfam:PF17846.1(XRN_M),Pfam:PF03159.18(XRN_N)
HEP_00144400	NA
HEP_00434600	Pfam:PF01115.17(F_actin_cap_B)
HEP_00364800	Pfam:PF10260.9(SAYSvFN),Pfam:PF02810.15(SEC-C)
HEP_00152200	Pfam:PF10036.9(RLL)
HEP_00398100	NA
HEP_00431700	NA
HEP_00522000	NA
HEP_00437500	Pfam:PF01171.20(ATP_bind_3)
HEP_00049700	Pfam:PF02389.15(Cornifin),Pfam:PF06741.13(LsmAD),Pfam:PF14438.6(SM-ATX)
HEP_00219600	Pfam:PF02518.26(HATPase_c),Pfam:PF13589.6(HATPase_c_3)
HEP_00439700	Pfam:PF01966.22(HD)
HEP_00525900	NA
HEP_00417600	Pfam:PF13304.6(AAA_21),Pfam:PF13555.6(AAA_29),Pfam:PF06470.13(SMC_hinge),Pfam:PF02463.19(SMC_N)
HEP_00354300	Pfam:PF04055.21(Radical_SAM)
HEP_00328500	Pfam:PF00226.31(DnaJ)
HEP_00500800	Pfam:PF10607.9(CLTH)
HEP_00321600	Pfam:PF00004.29(AAA)
HEP_00018600	Pfam:PF01798.18(Nop),Pfam:PF08156.13(NOP5NT)
HEP_00117300	NA
HEP_00454200	Pfam:PF00226.31(DnaJ),Pfam:PF00085.20(Thioredoxin),Pfam:PF13848.6(Thioredoxin_6)
HEP_00270900	NA
HEP_00111500	NA
HEP_00146400	Pfam:PF12171.8(zf-C2H2_jaz),Pfam:PF12874.7(zf-met)
HEP_00010000	NA
HEP_00091400	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF08799.11(PRP4),Pfam:PF00400.32(WD40)
HEP_00400400	Pfam:PF01016.19(Ribosomal_L27)
HEP_00086100	Pfam:PF01545.21(Cation_efflux)
HEP_00161800	Pfam:PF00122.20(E1-E2_ATPase),Pfam:PF00702.26(Hydrolase)
HEP_00367700	Pfam:PF00831.23(Ribosomal_L29)
HEP_00158600	Pfam:PF00027.29(cNMP_binding)
HEP_00258200	Pfam:PF13288.6(DXPR_C),Pfam:PF08436.12(DXP_redisom_C),Pfam:PF02670.16(DXP_reductoisom)
HEP_00205800	NA
HEP_00413200	Pfam:PF00850.19(Hist_deacetyl)
HEP_00313700	Pfam:PF00814.25(Peptidase_M22)
HEP_00419900	Pfam:PF00226.31(DnaJ),Pfam:PF05207.13(zf-CSL)
HEP_00263200	NA
HEP_00475800	Pfam:PF05700.11(BCAS2)
HEP_00168600	Pfam:PF00111.27(Fer2)
HEP_00159300	NA
HEP_00252600	Pfam:PF00293.28(NUDIX)
HEP_00128700	Pfam:PF00762.19(Ferrochelatase)
HEP_00264600	Pfam:PF04696.13(Pinin_SDK_memA)
HEP_00233100	Pfam:PF05889.13(SepSecS)
HEP_00304300	Pfam:PF03850.14(Tfb4)
HEP_00004400	Pfam:PF01753.18(zf-MYND)
HEP_00146000	Pfam:PF01702.18(TGT)
HEP_00144500	NA
HEP_00069000	NA
HEP_00335300	Pfam:PF01779.17(Ribosomal_L29e)
HEP_00188400	Pfam:PF12451.8(VPS11_C)
HEP_00455600	NA
HEP_00288900	Pfam:PF06645.13(SPC12)
HEP_00223100	NA
HEP_00371500	Pfam:PF11362.8(DUF3161),Pfam:PF16740.5(SKA2)
HEP_00058800	Pfam:PF00085.20(Thioredoxin)
HEP_00044200	Pfam:PF05008.15(V-SNARE)
HEP_00197300	NA
HEP_00028400	Pfam:PF16166.5(TIC20)
HEP_00286400	Pfam:PF01158.18(Ribosomal_L36e)
HEP_00011500	Pfam:PF00515.28(TPR_1),Pfam:PF13414.6(TPR_11),Pfam:PF07719.17(TPR_2),Pfam:PF13181.6(TPR_8)
HEP_00137300	Pfam:PF01008.17(IF-2B)
HEP_00075100	Pfam:PF10672.9(Methyltrans_SAM),Pfam:PF02475.16(Met_10),Pfam:PF17785.1(PUA_3)
HEP_00206100	Pfam:PF00561.20(Abhydrolase_1),Pfam:PF12146.8(Hydrolase_4)
HEP_00276700	Pfam:PF00226.31(DnaJ),Pfam:PF01556.18(DnaJ_C),Pfam:PF00684.19(DnaJ_CXXCXGXG)
HEP_00241200	Pfam:PF04733.14(Coatomer_E)
HEP_00166700	Pfam:PF05879.12(RHD3)
HEP_00201200	Pfam:PF03635.17(Vps35)
HEP_00090300	Pfam:PF01363.21(FYVE)
HEP_00102500	Pfam:PF10255.9(Paf67)
HEP_00318200	NA
HEP_00399500	NA
HEP_00184200	Pfam:PF04502.13(DUF572)
HEP_00211600	Pfam:PF05739.19(SNARE),Pfam:PF00804.25(Syntaxin)
HEP_00286300	NA
HEP_00025500	Pfam:PF13246.6(Cation_ATPase),Pfam:PF16212.5(PhoLip_ATPase_C)
HEP_00166400	NA
HEP_00026800	Pfam:PF01370.21(Epimerase),Pfam:PF16363.5(GDP_Man_Dehyd)
HEP_00140100	Pfam:PF00211.20(Guanylate_cyc)
HEP_00002500	NA
HEP_00259100	Pfam:PF00271.31(Helicase_C),Pfam:PF04851.15(ResIII),Pfam:PF00176.23(SNF2_N)
HEP_00336400	NA
HEP_00300100	NA
HEP_00112100	Pfam:PF00198.23(2-oxoacid_dh),Pfam:PF00364.22(Biotin_lipoyl)
HEP_00310700	Pfam:PF12799.7(LRR_4),Pfam:PF13855.6(LRR_8),Pfam:PF14580.6(LRR_9)
HEP_00457400	Pfam:PF02252.18(PA28_beta)
HEP_00279800	Pfam:PF01180.21(DHO_dh)
HEP_00529500	NA
HEP_00185800	Pfam:PF13304.6(AAA_21),Pfam:PF13476.6(AAA_23),Pfam:PF13555.6(AAA_29),Pfam:PF06470.13(SMC_hinge),Pfam:PF02463.19(SMC_N)
HEP_00497400	NA
HEP_00055500	Pfam:PF01398.21(JAB),Pfam:PF03665.13(UPF0172)
HEP_00470700	Pfam:PF00658.18(PABP),Pfam:PF00076.22(RRM_1)
HEP_00227300	NA
